timestamp,machine_id,machine_type,barrel_temperature_celsius,mold_temperature_celsius,injection_pressure_bar,holding_pressure_bar,injection_speed_mm_per_s,cooling_time_s,cycle_time_s,material_viscosity_pa_s,mold_clamping_force_tons,operation_time_hours,parts_produced,mold_wear_percent,status,time_since_maintenance,hour_of_day,day_of_week
2025-03-07T01:19:01.478727,INJ-MOLD-0b44f3,INJECTION_MOLDING,224.74,41.5,1199.58,812.05,81.6,14.23,37.34,307.82,225.51,0.38,38,4.87,NORMAL,0.38,1,4
2025-03-07T01:19:01.478727,INJ-MOLD-8dc0cd,INJECTION_MOLDING,216.69,40.27,1236.91,830.22,88.97,16.95,33.52,319.24,221.36,0.43,43,-1.56,NORMAL,0.43,1,4
2025-03-07T01:19:01.478727,INJ-MOLD-d8eee5,INJECTION_MOLDING,217.4,48.52,1187.12,789.89,82.48,13.55,34.07,314.69,225.2,0.36,34,2.05,NORMAL,0.36,1,4
2025-03-07T01:19:01.478727,INJ-MOLD-aaa028,INJECTION_MOLDING,217.17,46.41,1182.37,787.03,81.39,15.04,35.59,306.54,221.56,0.46,43,-2.39,NORMAL,0.46,1,4
2025-03-07T01:19:01.478727,INJ-MOLD-6caf79,INJECTION_MOLDING,215.06,42.26,1235.23,829.98,82.85,15.24,34.26,330.52,226.91,0.29,28,-4.33,NORMAL,0.29,1,4
2025-03-07T02:19:01.478727,INJ-MOLD-78f8c6,INJECTION_MOLDING,217.42,45.9,1180.15,814.4,85.88,15.19,36.83,331.88,221.68,0.47,46,-4.68,NORMAL,0.47,2,4
2025-03-07T02:19:01.478727,INJ-MOLD-0b44f3,INJECTION_MOLDING,218.12,48.88,1237.45,829.98,80.59,14.47,32.31,323.6,223.48,0.47,46,0.81,NORMAL,0.47,2,4
2025-03-07T02:19:01.478727,INJ-MOLD-8dc0cd,INJECTION_MOLDING,220.05,40.71,1239.81,766.68,86.69,16.28,33.64,339.97,232.35,0.58,58,3.37,NORMAL,0.58,2,4
2025-03-07T02:19:01.478727,INJ-MOLD-d8eee5,INJECTION_MOLDING,219.97,42.23,1178.19,839.93,90.0,13.58,32.4,318.35,220.04,0.41,39,4.77,NORMAL,0.41,2,4
2025-03-07T02:19:01.478727,INJ-MOLD-aaa028,INJECTION_MOLDING,221.17,48.4,1205.59,767.29,81.9,16.93,35.67,332.35,235.61,0.52,49,-1.79,NORMAL,0.52,2,4
2025-03-07T02:19:01.478727,INJ-MOLD-6caf79,INJECTION_MOLDING,221.18,48.65,1164.5,845.07,80.71,15.1,32.31,336.29,226.2,0.35,33,3.51,NORMAL,0.35,2,4
2025-03-07T03:19:01.478727,INJ-MOLD-78f8c6,INJECTION_MOLDING,216.75,44.48,1188.07,766.58,81.32,15.58,37.53,319.45,229.07,0.62,60,2.73,NORMAL,0.62,3,4
2025-03-07T03:19:01.478727,INJ-MOLD-0b44f3,INJECTION_MOLDING,223.71,44.67,1152.72,807.85,89.98,15.44,37.3,319.84,233.54,0.62,62,2.09,NORMAL,0.62,3,4
2025-03-07T03:19:01.478727,INJ-MOLD-8dc0cd,INJECTION_MOLDING,221.61,49.91,1182.98,844.45,88.33,15.95,32.91,306.36,228.46,0.65,65,2.02,NORMAL,0.65,3,4
2025-03-07T03:19:01.478727,INJ-MOLD-d8eee5,INJECTION_MOLDING,215.06,44.76,1230.49,786.91,87.93,14.11,36.02,317.05,223.05,0.52,51,-3.22,NORMAL,0.52,3,4
2025-03-07T03:19:01.478727,INJ-MOLD-aaa028,INJECTION_MOLDING,223.41,41.98,1186.7,823.52,87.91,16.96,37.52,330.34,237.22,0.62,59,0.03,NORMAL,0.62,3,4
2025-03-07T03:19:01.478727,INJ-MOLD-6caf79,INJECTION_MOLDING,221.85,46.14,1210.96,797.14,87.68,15.25,36.74,305.15,238.3,0.43,41,0.76,NORMAL,0.43,3,4
2025-03-07T04:19:01.478727,INJ-MOLD-78f8c6,INJECTION_MOLDING,218.34,44.95,1182.66,767.46,89.28,15.5,37.77,304.97,226.62,0.74,71,-4.46,NORMAL,0.74,4,4
2025-03-07T04:19:01.478727,INJ-MOLD-0b44f3,INJECTION_MOLDING,224.13,48.12,1214.81,820.15,81.57,15.89,33.9,322.43,239.21,0.68,67,-1.91,NORMAL,0.68,4,4
2025-03-07T04:19:01.478727,INJ-MOLD-8dc0cd,INJECTION_MOLDING,218.44,46.52,1175.92,804.23,81.54,15.75,37.15,331.25,224.37,0.76,77,1.96,NORMAL,0.76,4,4
2025-03-07T04:19:01.478727,INJ-MOLD-d8eee5,INJECTION_MOLDING,224.05,46.43,1224.48,832.44,81.08,13.72,37.93,327.67,226.61,0.67,65,4.2,NORMAL,0.67,4,4
2025-03-07T04:19:01.478727,INJ-MOLD-aaa028,INJECTION_MOLDING,215.44,46.05,1238.36,837.79,87.97,14.36,34.71,330.29,235.2,0.77,73,-0.55,NORMAL,0.77,4,4
2025-03-07T04:19:01.478727,INJ-MOLD-6caf79,INJECTION_MOLDING,217.24,49.86,1175.48,796.93,84.27,13.96,34.69,310.11,236.23,0.55,52,-3.83,NORMAL,0.55,4,4
2025-03-07T05:19:01.478727,INJ-MOLD-78f8c6,INJECTION_MOLDING,222.52,41.19,1246.74,842.43,86.77,16.58,36.23,322.19,222.51,0.89,85,-2.14,NORMAL,0.89,5,4
2025-03-07T05:19:01.478727,INJ-MOLD-0b44f3,INJECTION_MOLDING,195.02,64.63,1214.81,820.15,81.57,15.89,33.9,322.43,239.21,0.76,75,-1.91,NORMAL,0.76,5,4
2025-03-07T05:19:01.478727,INJ-MOLD-8dc0cd,INJECTION_MOLDING,215.63,41.71,1172.83,762.05,80.86,16.1,35.76,336.51,238.11,0.89,89,-3.23,NORMAL,0.89,5,4
2025-03-07T05:19:01.478727,INJ-MOLD-d8eee5,INJECTION_MOLDING,222.16,45.27,1157.04,798.07,89.43,15.43,33.89,311.76,224.75,0.8,77,5.13,NORMAL,0.8,5,4
2025-03-07T05:19:01.478727,INJ-MOLD-aaa028,INJECTION_MOLDING,223.56,44.63,1242.52,760.65,83.95,13.51,32.34,321.06,236.34,0.88,83,-1.14,NORMAL,0.88,5,4
2025-03-07T05:19:01.478727,INJ-MOLD-6caf79,INJECTION_MOLDING,220.43,47.59,1185.22,787.86,83.42,16.85,33.4,319.93,239.57,0.65,62,0.38,NORMAL,0.65,5,4
2025-03-07T06:19:01.478727,INJ-MOLD-78f8c6,INJECTION_MOLDING,241.61,62.27,1246.74,842.43,86.77,16.58,36.23,322.19,222.51,1.0,95,-2.14,NORMAL,1.0,6,4
2025-03-07T06:19:01.478727,INJ-MOLD-0b44f3,INJECTION_MOLDING,224.86,47.59,1170.67,811.88,85.17,16.49,35.03,300.53,228.01,0.84,83,3.18,NORMAL,0.84,6,4
2025-03-07T06:19:01.478727,INJ-MOLD-8dc0cd,INJECTION_MOLDING,219.95,43.52,1201.15,773.4,82.83,13.2,34.01,324.82,234.69,0.99,98,3.42,NORMAL,0.99,6,4
2025-03-07T06:19:01.478727,INJ-MOLD-d8eee5,INJECTION_MOLDING,222.16,45.27,1157.04,798.07,74.42,15.43,33.89,370.09,224.75,0.89,86,5.13,NORMAL,0.89,6,4
2025-03-07T06:19:01.478727,INJ-MOLD-aaa028,INJECTION_MOLDING,203.68,56.31,1242.52,760.65,83.95,13.51,32.34,321.06,236.34,0.94,89,-1.14,NORMAL,0.94,6,4
2025-03-07T06:19:01.478727,INJ-MOLD-6caf79,INJECTION_MOLDING,224.93,46.65,1205.44,812.93,85.69,16.42,32.21,316.39,237.94,0.7,67,0.29,NORMAL,0.7,6,4
2025-03-07T07:19:01.478727,INJ-MOLD-78f8c6,INJECTION_MOLDING,220.43,49.37,1170.79,790.01,84.27,14.02,34.65,317.57,231.4,1.09,103,5.21,NORMAL,1.09,7,4
2025-03-07T07:19:01.478727,INJ-MOLD-0b44f3,INJECTION_MOLDING,218.03,48.79,1246.56,788.05,80.28,14.73,34.84,330.49,222.6,0.97,95,-4.12,NORMAL,0.97,7,4
2025-03-07T07:19:01.478727,INJ-MOLD-8dc0cd,INJECTION_MOLDING,222.45,44.39,1157.13,781.41,87.12,15.99,34.24,320.26,238.19,1.1,109,5.27,NORMAL,1.1,7,4
2025-03-07T07:19:01.478727,INJ-MOLD-d8eee5,INJECTION_MOLDING,215.48,46.13,1238.61,769.31,84.02,16.51,37.79,319.91,222.62,1.03,100,0.58,NORMAL,1.03,7,4
2025-03-07T07:19:01.478727,INJ-MOLD-aaa028,INJECTION_MOLDING,222.64,44.52,1241.23,795.52,89.94,16.83,36.47,308.34,234.13,1.06,102,-0.75,NORMAL,1.06,7,4
2025-03-07T07:19:01.478727,INJ-MOLD-6caf79,INJECTION_MOLDING,218.13,43.36,1164.2,773.98,80.09,16.82,33.93,312.75,229.26,0.83,80,-3.23,NORMAL,0.83,7,4
2025-03-07T08:19:01.478727,INJ-MOLD-78f8c6,INJECTION_MOLDING,222.26,43.25,1217.37,828.41,88.3,13.83,35.27,336.87,232.46,1.19,113,-3.21,NORMAL,1.19,8,4
2025-03-07T08:19:01.478727,INJ-MOLD-0b44f3,INJECTION_MOLDING,215.63,42.08,1222.69,767.88,80.88,13.32,34.51,316.68,230.19,1.05,103,1.74,NORMAL,1.05,8,4
2025-03-07T08:19:01.478727,INJ-MOLD-8dc0cd,INJECTION_MOLDING,220.59,44.07,1244.22,797.36,83.46,13.53,36.9,314.72,226.65,1.24,123,1.94,NORMAL,1.24,8,4
2025-03-07T08:19:01.478727,INJ-MOLD-d8eee5,INJECTION_MOLDING,216.84,42.4,1224.32,842.07,80.91,16.65,36.41,330.3,229.67,1.17,113,1.16,NORMAL,1.17,8,4
2025-03-07T08:19:01.478727,INJ-MOLD-aaa028,INJECTION_MOLDING,224.34,40.7,1248.63,840.65,82.01,14.77,35.16,310.9,237.83,1.12,107,4.96,NORMAL,1.12,8,4
2025-03-07T08:19:01.478727,INJ-MOLD-6caf79,INJECTION_MOLDING,224.8,49.29,1207.06,804.36,89.51,16.57,35.63,301.74,235.2,0.91,88,3.31,NORMAL,0.91,8,4
2025-03-07T09:19:01.478727,INJ-MOLD-78f8c6,INJECTION_MOLDING,219.71,43.15,1247.83,831.61,80.14,15.31,32.8,315.61,230.9,1.25,118,-3.2,NORMAL,1.25,9,4
2025-03-07T09:19:01.478727,INJ-MOLD-0b44f3,INJECTION_MOLDING,219.08,42.59,1190.88,783.06,86.86,13.46,33.25,324.58,225.96,1.1,108,0.85,NORMAL,1.1,9,4
2025-03-07T09:19:01.482732,INJ-MOLD-8dc0cd,INJECTION_MOLDING,223.99,43.24,1188.87,767.73,84.89,14.49,37.67,320.0,230.68,1.31,130,1.92,NORMAL,1.31,9,4
2025-03-07T09:19:01.482732,INJ-MOLD-d8eee5,INJECTION_MOLDING,216.31,43.75,1201.81,789.23,85.52,13.12,36.5,308.77,227.96,1.27,122,-1.59,NORMAL,1.27,9,4
2025-03-07T09:19:01.482732,INJ-MOLD-aaa028,INJECTION_MOLDING,217.23,42.28,1216.23,833.04,88.8,16.5,36.06,314.56,222.71,1.2,116,1.6,NORMAL,1.2,9,4
2025-03-07T09:19:01.482732,INJ-MOLD-6caf79,INJECTION_MOLDING,217.24,47.44,1152.06,779.78,86.73,13.64,34.08,332.0,239.03,1.02,99,3.31,NORMAL,1.02,9,4
2025-03-07T10:19:01.482732,INJ-MOLD-78f8c6,INJECTION_MOLDING,215.54,48.46,1201.1,815.18,88.11,13.56,33.26,334.98,224.35,1.31,124,-4.17,NORMAL,1.31,10,4
2025-03-07T10:19:01.482732,INJ-MOLD-0b44f3,INJECTION_MOLDING,222.67,40.66,1183.03,782.96,80.15,13.93,34.58,328.78,232.73,1.22,120,-1.22,NORMAL,1.22,10,4
2025-03-07T10:19:01.482732,INJ-MOLD-8dc0cd,INJECTION_MOLDING,223.95,49.68,1155.93,809.27,83.28,14.7,37.35,310.83,222.58,1.41,139,-0.28,NORMAL,1.41,10,4
2025-03-07T10:19:01.482732,INJ-MOLD-d8eee5,INJECTION_MOLDING,216.31,43.75,1354.78,919.29,85.52,13.12,36.5,308.77,227.96,1.34,128,-1.59,NORMAL,1.34,10,4
2025-03-07T10:19:01.482732,INJ-MOLD-aaa028,INJECTION_MOLDING,221.68,45.58,1157.66,788.69,87.32,13.22,32.88,336.29,234.38,1.29,124,-1.93,NORMAL,1.29,10,4
2025-03-07T10:19:01.482732,INJ-MOLD-6caf79,INJECTION_MOLDING,240.47,57.92,1152.06,779.78,86.73,13.64,34.08,332.0,239.03,1.11,108,3.31,NORMAL,1.11,10,4
2025-03-07T11:19:01.482732,INJ-MOLD-78f8c6,INJECTION_MOLDING,216.9,45.92,1189.18,779.56,88.97,13.19,33.67,301.03,237.82,1.37,130,1.35,NORMAL,1.37,11,4
2025-03-07T11:19:01.482732,INJ-MOLD-0b44f3,INJECTION_MOLDING,217.67,44.89,1188.28,788.96,89.86,16.68,33.43,318.91,225.76,1.31,130,-2.99,NORMAL,1.31,11,4
2025-03-07T11:19:01.482732,INJ-MOLD-8dc0cd,INJECTION_MOLDING,223.49,40.49,1186.28,821.78,85.0,15.15,35.68,307.28,227.93,1.54,150,-4.15,NORMAL,1.54,11,4
2025-03-07T11:19:01.482732,INJ-MOLD-d8eee5,INJECTION_MOLDING,224.03,46.96,1191.55,783.78,81.27,13.85,35.84,304.91,225.8,1.43,137,2.02,NORMAL,1.43,11,4
2025-03-07T11:19:01.482732,INJ-MOLD-aaa028,INJECTION_MOLDING,221.68,45.58,1157.66,788.69,72.17,13.22,32.88,374.82,234.38,1.34,129,-1.93,NORMAL,1.34,11,4
2025-03-07T11:19:01.482732,INJ-MOLD-6caf79,INJECTION_MOLDING,224.3,40.0,1213.93,818.6,88.56,16.82,34.85,325.7,228.59,1.24,121,1.06,NORMAL,1.24,11,4
2025-03-07T12:19:01.482732,INJ-MOLD-78f8c6,INJECTION_MOLDING,219.13,48.75,1211.56,782.37,82.98,15.35,35.08,300.89,237.02,1.45,138,-1.38,NORMAL,1.45,12,4
2025-03-07T12:19:01.482732,INJ-MOLD-0b44f3,INJECTION_MOLDING,216.72,45.99,1190.18,797.94,86.59,16.13,36.41,309.7,223.74,1.44,143,0.16,NORMAL,1.44,12,4
2025-03-07T12:19:01.482732,INJ-MOLD-8dc0cd,INJECTION_MOLDING,219.86,41.72,1236.62,800.74,81.22,16.87,36.72,320.48,226.76,1.63,159,4.84,NORMAL,1.63,12,4
2025-03-07T12:19:01.482732,INJ-MOLD-d8eee5,INJECTION_MOLDING,221.81,47.39,1181.16,780.8,89.02,15.33,33.02,316.07,223.69,1.56,150,3.98,NORMAL,1.56,12,4
2025-03-07T12:19:01.482732,INJ-MOLD-aaa028,INJECTION_MOLDING,215.24,41.52,1192.0,846.66,81.72,14.2,33.14,306.81,231.09,1.41,136,-0.41,NORMAL,1.41,12,4
2025-03-07T12:19:01.482732,INJ-MOLD-6caf79,INJECTION_MOLDING,223.27,44.74,1224.52,760.62,84.07,15.44,33.54,307.06,228.45,1.32,129,2.08,NORMAL,1.32,12,4
2025-03-07T13:19:01.482732,INJ-MOLD-78f8c6,INJECTION_MOLDING,215.67,44.01,1204.01,827.02,84.58,14.49,34.92,325.36,221.94,1.53,146,4.59,NORMAL,1.53,13,4
2025-03-07T13:19:01.482732,INJ-MOLD-0b44f3,INJECTION_MOLDING,215.5,47.24,1210.63,788.97,89.68,13.87,37.28,338.08,238.71,1.58,157,3.91,NORMAL,1.58,13,4
2025-03-07T13:19:01.482732,INJ-MOLD-8dc0cd,INJECTION_MOLDING,215.19,46.68,1163.59,764.6,82.01,15.93,33.41,300.07,222.03,1.78,172,4.84,NORMAL,1.78,13,4
2025-03-07T13:19:01.482732,INJ-MOLD-d8eee5,INJECTION_MOLDING,222.7,43.51,1165.13,805.15,82.52,13.39,34.1,337.4,233.13,1.66,160,3.94,NORMAL,1.66,13,4
2025-03-07T13:19:01.482732,INJ-MOLD-aaa028,INJECTION_MOLDING,223.79,43.57,1217.24,795.62,85.78,15.35,34.7,301.37,237.54,1.49,145,2.75,NORMAL,1.49,13,4
2025-03-07T13:19:01.482732,INJ-MOLD-6caf79,INJECTION_MOLDING,218.35,46.79,1179.4,759.8,86.61,15.17,34.52,307.08,224.28,1.41,138,3.0,NORMAL,1.41,13,4
2025-03-07T14:19:01.482732,INJ-MOLD-78f8c6,INJECTION_MOLDING,224.51,43.29,1242.01,805.99,87.86,15.69,32.37,336.28,231.31,1.58,151,-3.31,NORMAL,1.58,14,4
2025-03-07T14:19:01.482732,INJ-MOLD-0b44f3,INJECTION_MOLDING,215.33,43.64,1198.26,845.72,81.49,15.46,37.79,305.96,229.5,1.65,163,-1.65,NORMAL,1.65,14,4
2025-03-07T14:19:01.482732,INJ-MOLD-8dc0cd,INJECTION_MOLDING,221.9,43.49,1232.5,770.48,85.0,15.97,36.96,307.35,221.29,1.86,180,-0.13,NORMAL,1.86,14,4
2025-03-07T14:19:01.482732,INJ-MOLD-d8eee5,INJECTION_MOLDING,223.87,40.78,1224.55,799.55,83.96,15.07,36.15,314.72,222.63,1.72,166,3.23,NORMAL,1.72,14,4
2025-03-07T14:19:01.482732,INJ-MOLD-aaa028,INJECTION_MOLDING,215.66,43.26,1247.72,839.84,87.0,13.85,35.74,304.56,221.03,1.58,154,5.03,NORMAL,1.58,14,4
2025-03-07T14:19:01.482732,INJ-MOLD-6caf79,INJECTION_MOLDING,223.77,41.79,1195.92,818.55,85.5,13.93,36.07,309.03,228.9,1.47,144,-2.35,NORMAL,1.47,14,4
2025-03-07T15:19:01.482732,INJ-MOLD-78f8c6,INJECTION_MOLDING,219.21,44.35,1179.02,809.6,82.14,13.92,34.97,307.79,239.74,1.72,166,0.25,NORMAL,1.72,15,4
2025-03-07T15:19:01.482732,INJ-MOLD-0b44f3,INJECTION_MOLDING,217.1,48.06,1173.1,807.19,87.15,13.29,32.51,316.97,238.04,1.72,169,5.48,NORMAL,1.72,15,4
2025-03-07T15:19:01.482732,INJ-MOLD-8dc0cd,INJECTION_MOLDING,221.31,47.38,1202.97,769.75,87.71,13.3,36.99,312.31,232.51,1.98,191,3.19,NORMAL,1.98,15,4
2025-03-07T15:19:01.482732,INJ-MOLD-d8eee5,INJECTION_MOLDING,215.57,40.76,1168.06,816.34,89.19,13.61,35.06,312.36,220.95,1.82,175,-2.71,NORMAL,1.82,15,4
2025-03-07T15:19:01.482732,INJ-MOLD-aaa028,INJECTION_MOLDING,220.14,42.35,1159.95,826.07,86.1,16.58,32.25,329.19,225.67,1.67,162,4.33,NORMAL,1.67,15,4
2025-03-07T15:19:01.482732,INJ-MOLD-6caf79,INJECTION_MOLDING,222.45,46.49,1164.63,774.95,85.94,13.93,37.31,300.9,222.7,1.61,158,-2.07,NORMAL,1.61,15,4
2025-03-07T16:19:01.482732,INJ-MOLD-78f8c6,INJECTION_MOLDING,221.3,42.12,1156.29,849.76,85.94,16.05,36.01,313.93,223.07,1.84,178,2.18,NORMAL,1.84,16,4
2025-03-07T16:19:01.482732,INJ-MOLD-0b44f3,INJECTION_MOLDING,221.19,41.7,1245.47,754.18,88.33,13.96,38.0,330.31,237.55,1.78,175,1.98,NORMAL,1.78,16,4
2025-03-07T16:19:01.482732,INJ-MOLD-8dc0cd,INJECTION_MOLDING,221.31,47.38,1202.97,769.75,72.92,13.3,36.99,392.25,232.51,2.05,197,3.19,NORMAL,2.05,16,4
2025-03-07T16:19:01.482732,INJ-MOLD-d8eee5,INJECTION_MOLDING,224.03,46.63,1242.52,817.59,83.77,13.35,36.43,316.07,225.24,1.95,187,-3.82,NORMAL,1.95,16,4
2025-03-07T16:19:01.482732,INJ-MOLD-aaa028,INJECTION_MOLDING,220.15,47.03,1171.76,775.93,82.97,14.41,34.42,307.99,239.84,1.78,175,-3.86,NORMAL,1.78,16,4
2025-03-07T16:19:01.482732,INJ-MOLD-6caf79,INJECTION_MOLDING,218.17,49.34,1159.1,802.34,89.43,13.37,36.3,326.94,222.09,1.7,166,2.29,NORMAL,1.7,16,4
2025-03-07T17:19:01.482732,INJ-MOLD-78f8c6,INJECTION_MOLDING,224.05,46.88,1220.85,761.59,80.57,13.16,34.75,326.92,230.54,1.93,186,-2.19,NORMAL,1.93,17,4
2025-03-07T17:19:01.482732,INJ-MOLD-0b44f3,INJECTION_MOLDING,218.61,42.66,1210.09,783.58,80.58,14.66,34.09,334.21,233.57,1.86,183,2.04,NORMAL,1.86,17,4
2025-03-07T17:19:01.482732,INJ-MOLD-8dc0cd,INJECTION_MOLDING,223.77,40.6,1188.49,799.81,82.98,16.37,32.09,331.23,221.43,2.14,205,0.57,NORMAL,2.14,17,4
2025-03-07T17:19:01.482732,INJ-MOLD-d8eee5,INJECTION_MOLDING,221.88,48.13,1231.03,794.99,81.18,15.17,37.8,311.66,223.97,2.08,199,0.59,NORMAL,2.08,17,4
2025-03-07T17:19:01.482732,INJ-MOLD-aaa028,INJECTION_MOLDING,221.36,47.5,1159.64,763.22,87.53,14.04,33.84,338.02,237.54,1.85,181,-3.67,NORMAL,1.85,17,4
2025-03-07T17:19:01.482732,INJ-MOLD-6caf79,INJECTION_MOLDING,222.78,41.41,1174.24,811.34,83.45,16.42,33.82,335.24,231.33,1.83,178,-3.06,NORMAL,1.83,17,4
2025-03-07T18:19:01.482732,INJ-MOLD-78f8c6,INJECTION_MOLDING,224.05,46.88,1388.34,926.01,80.57,13.16,34.75,326.92,230.54,2.04,196,-2.19,NORMAL,2.04,18,4
2025-03-07T18:19:01.482732,INJ-MOLD-0b44f3,INJECTION_MOLDING,218.93,48.55,1181.79,784.12,82.89,14.46,36.37,318.64,221.05,2.0,196,-1.23,NORMAL,2.0,18,4
2025-03-07T18:19:01.482732,INJ-MOLD-8dc0cd,INJECTION_MOLDING,219.79,48.35,1159.45,788.26,89.16,13.42,36.18,334.37,236.1,2.25,217,-3.76,NORMAL,2.25,18,4
2025-03-07T18:19:01.482732,INJ-MOLD-d8eee5,INJECTION_MOLDING,223.44,44.9,1179.78,769.84,86.83,14.43,36.71,310.79,234.27,2.23,212,1.6,NORMAL,2.23,18,4
2025-03-07T18:19:01.482732,INJ-MOLD-aaa028,INJECTION_MOLDING,216.65,43.28,1191.56,817.96,86.47,13.39,35.8,333.77,220.81,1.94,191,3.99,NORMAL,1.94,18,4
2025-03-07T18:19:01.482732,INJ-MOLD-6caf79,INJECTION_MOLDING,218.24,49.12,1167.67,778.24,87.35,14.33,36.29,310.11,232.56,1.97,193,-0.77,NORMAL,1.97,18,4
2025-03-07T19:19:01.482732,INJ-MOLD-78f8c6,INJECTION_MOLDING,217.07,45.79,1228.52,818.38,83.76,14.1,33.2,330.07,231.08,2.11,203,0.55,NORMAL,2.11,19,4
2025-03-07T19:19:01.482732,INJ-MOLD-0b44f3,INJECTION_MOLDING,219.75,41.75,1197.0,752.68,83.41,13.88,34.88,309.3,232.69,2.08,204,-2.62,NORMAL,2.08,19,4
2025-03-07T19:19:01.482732,INJ-MOLD-8dc0cd,INJECTION_MOLDING,215.23,44.21,1167.02,800.02,86.35,16.07,34.13,333.16,233.25,2.37,229,-3.91,NORMAL,2.37,19,4
2025-03-07T19:19:01.482732,INJ-MOLD-d8eee5,INJECTION_MOLDING,225.0,42.91,1162.98,820.94,84.37,15.45,33.19,326.7,233.84,2.3,219,-0.87,NORMAL,2.3,19,4
2025-03-07T19:19:01.482732,INJ-MOLD-aaa028,INJECTION_MOLDING,217.64,46.14,1168.05,804.36,82.94,13.69,35.6,305.44,235.99,2.07,204,5.41,NORMAL,2.07,19,4
