timestamp,machine_id,machine_type,welding_current_amps,welding_voltage_volts,electrode_temperature_celsius,cooling_system_temperature_celsius,alignment_accuracy_mm,vacuum_pressure_kpa,cell_voltage_uniformity_ratio,insulation_resistance_mohm,leakage_current_ma,electrode_wear_percent,operation_time_hours,batteries_produced,status,time_since_maintenance,hour_of_day,day_of_week
2025-03-07T06:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,154.69,28.13,319.3,23.57,0.059,54.49,0.98,499.93,0.02,-1.31,0.67,7,NORMAL,0.67,6,4
2025-03-07T06:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,148.99,27.42,326.17,23.65,0.045,53.38,0.9399,384.37,0.087,0.41,0.68,9,NORMAL,0.68,6,4
2025-03-07T06:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,153.28,27.64,321.13,23.11,0.059,55.27,0.98,499.93,0.02,5.23,0.62,6,NORMAL,0.62,6,4
2025-03-07T07:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,154.81,28.16,324.72,26.04,0.066,55.44,0.98,499.85,0.02,-0.1,0.76,7,NORMAL,0.76,7,4
2025-03-07T07:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,154.69,28.13,319.3,23.57,0.091,49.62,0.98,499.93,0.02,-1.31,0.76,8,NORMAL,0.76,7,4
2025-03-07T07:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,148.99,27.42,326.17,23.65,0.12,45.47,0.9399,384.37,0.087,0.41,0.75,9,NORMAL,0.75,7,4
2025-03-07T07:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,151.49,28.74,311.59,22.64,0.039,56.93,0.9799,499.93,0.02,4.53,0.69,7,NORMAL,0.69,7,4
2025-03-07T08:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,146.14,27.32,321.36,26.33,0.039,55.89,0.9799,499.92,0.02,-3.96,0.88,9,NORMAL,0.88,8,4
2025-03-07T08:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,148.14,27.98,312.68,23.68,0.057,53.35,0.9799,499.99,0.02,4.26,0.83,9,NORMAL,0.83,8,4
2025-03-07T08:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,147.36,28.78,313.0,26.25,0.031,55.82,0.98,499.89,0.02,2.68,0.79,9,NORMAL,0.79,8,4
2025-03-07T08:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,153.8,28.38,329.6,26.67,0.035,53.16,0.9799,499.98,0.02,5.48,0.81,8,NORMAL,0.81,8,4
2025-03-07T09:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,149.65,28.45,314.52,24.94,0.046,56.1,0.9799,499.87,0.02,-0.9,0.94,10,NORMAL,0.94,9,4
2025-03-07T09:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,152.6,28.71,326.73,23.99,0.031,54.87,0.9799,499.9,0.02,1.04,0.88,9,NORMAL,0.88,9,4
2025-03-07T09:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,167.64,25.68,352.12,26.25,0.031,55.82,0.98,499.89,0.02,2.68,0.85,9,NORMAL,0.85,9,4
2025-03-07T09:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,151.55,27.89,326.38,24.11,0.03,55.73,0.98,499.82,0.02,4.7,0.89,9,NORMAL,0.89,9,4
2025-03-07T10:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,149.65,28.45,314.52,24.94,0.046,56.1,0.9231,350.52,0.11,-0.9,1.01,10,NORMAL,1.01,10,4
2025-03-07T10:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,151.14,27.66,318.54,24.39,0.051,56.47,0.9799,499.9,0.02,-0.73,0.95,10,NORMAL,0.95,10,4
2025-03-07T10:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,149.39,28.58,310.49,22.61,0.06,55.57,0.9799,499.97,0.02,-2.3,0.92,10,NORMAL,0.92,10,4
2025-03-07T10:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,153.32,28.8,322.24,26.02,0.041,54.54,0.9799,499.96,0.02,-3.81,0.93,9,NORMAL,0.93,10,4
2025-03-07T11:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,150.02,27.05,311.5,25.57,0.053,55.53,0.98,500.0,0.02,-2.94,1.07,11,NORMAL,1.07,11,4
2025-03-07T11:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,146.81,27.84,324.33,25.85,0.069,54.2,0.9799,499.79,0.02,0.56,1.07,12,NORMAL,1.07,11,4
2025-03-07T11:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,153.39,28.01,319.35,27.69,0.035,54.43,0.9799,499.99,0.02,-2.46,0.98,11,NORMAL,0.98,11,4
2025-03-07T11:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,151.36,28.42,313.85,27.15,0.053,56.74,0.98,499.94,0.02,-3.98,1.02,10,NORMAL,1.02,11,4
2025-03-07T12:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,150.4,28.57,314.69,22.48,0.031,56.16,0.9799,499.77,0.02,-1.75,1.13,11,NORMAL,1.13,12,4
2025-03-07T12:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,152.86,27.27,322.21,24.42,0.055,55.69,0.9799,499.99,0.02,-1.01,1.15,13,NORMAL,1.15,12,4
2025-03-07T12:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,145.65,27.06,325.72,22.66,0.064,55.67,0.98,499.88,0.02,-1.04,1.05,12,NORMAL,1.05,12,4
2025-03-07T12:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,147.53,27.76,327.76,26.35,0.057,53.96,0.9799,499.93,0.02,-2.62,1.07,10,NORMAL,1.07,12,4
2025-03-07T13:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,151.81,27.33,323.68,23.71,0.07,55.29,0.9799,499.87,0.02,1.67,1.18,11,NORMAL,1.18,13,4
2025-03-07T13:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,152.75,28.34,321.93,23.3,0.065,55.08,0.9799,500.0,0.02,-0.01,1.26,14,NORMAL,1.26,13,4
2025-03-07T13:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,145.54,28.86,321.21,26.13,0.046,54.92,0.9799,499.87,0.02,-1.37,1.17,13,NORMAL,1.17,13,4
2025-03-07T13:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,147.5,28.78,324.04,22.87,0.038,56.08,0.9799,499.83,0.02,3.04,1.17,11,NORMAL,1.17,13,4
2025-03-07T14:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,149.73,28.35,316.13,23.83,0.066,54.61,0.9799,499.77,0.02,3.59,1.28,12,NORMAL,1.28,14,4
2025-03-07T14:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,145.07,27.31,322.59,26.3,0.051,53.64,0.9799,499.76,0.02,3.44,1.31,14,NORMAL,1.31,14,4
2025-03-07T14:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,151.91,28.78,324.81,23.27,0.045,55.7,0.9799,499.76,0.02,-0.82,1.24,14,NORMAL,1.24,14,4
2025-03-07T14:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,154.33,28.88,314.78,22.11,0.04,53.52,0.9799,499.83,0.02,1.11,1.27,12,NORMAL,1.27,14,4
2025-03-07T15:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,149.73,28.35,358.23,34.18,0.066,54.61,0.9799,499.77,0.02,3.59,1.32,12,NORMAL,1.32,15,4
2025-03-07T15:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,146.89,28.35,318.99,25.85,0.038,55.07,0.9799,499.72,0.02,-2.77,1.4,15,NORMAL,1.4,15,4
2025-03-07T15:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,151.95,27.69,321.75,25.54,0.038,56.25,0.9799,499.83,0.02,-1.19,1.28,14,NORMAL,1.28,15,4
2025-03-07T15:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,147.03,27.13,319.74,27.24,0.038,56.0,0.98,499.73,0.02,-0.67,1.32,12,NORMAL,1.32,15,4
2025-03-07T16:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,146.27,27.06,310.8,26.88,0.043,55.38,0.9799,499.87,0.02,-3.57,1.41,13,NORMAL,1.41,16,4
2025-03-07T16:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,149.66,27.95,320.35,27.61,0.054,56.0,0.9799,499.79,0.02,4.19,1.5,16,NORMAL,1.5,16,4
2025-03-07T16:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,150.73,27.32,329.63,24.89,0.047,54.07,0.9799,500.0,0.02,3.65,1.36,15,NORMAL,1.36,16,4
2025-03-07T16:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,152.8,27.09,324.96,22.73,0.062,53.58,0.98,499.84,0.02,-2.57,1.36,12,NORMAL,1.36,16,4
2025-03-07T17:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,145.34,27.26,328.8,27.7,0.063,53.48,0.98,499.87,0.02,4.62,1.48,14,NORMAL,1.48,17,4
2025-03-07T17:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,150.17,27.13,315.81,23.68,0.05,53.35,0.9799,499.8,0.02,1.25,1.58,17,NORMAL,1.58,17,4
2025-03-07T17:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,153.69,28.98,313.83,25.03,0.048,56.54,0.9799,499.75,0.02,0.95,1.43,15,NORMAL,1.43,17,4
2025-03-07T17:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,149.05,28.98,328.52,22.21,0.045,53.85,0.9799,499.82,0.02,1.28,1.46,13,NORMAL,1.46,17,4
2025-03-07T18:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,149.03,28.64,315.39,23.33,0.041,56.1,0.9799,499.73,0.02,-1.46,1.54,14,NORMAL,1.54,18,4
2025-03-07T18:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,149.6,27.54,323.76,22.66,0.059,53.14,0.98,499.96,0.02,-0.29,1.66,18,NORMAL,1.66,18,4
2025-03-07T18:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,148.64,27.62,314.66,26.38,0.057,55.19,0.9799,499.76,0.02,3.39,1.51,16,NORMAL,1.51,18,4
2025-03-07T18:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,149.05,28.98,328.52,22.21,0.045,53.85,0.9371,361.5,0.087,1.28,1.57,15,NORMAL,1.57,18,4
2025-03-07T19:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,148.02,27.94,311.99,27.33,0.034,56.26,0.9799,499.94,0.02,4.91,1.59,14,NORMAL,1.59,19,4
2025-03-07T19:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,151.69,27.9,316.74,27.4,0.066,54.73,0.98,499.75,0.02,5.24,1.77,20,NORMAL,1.77,19,4
2025-03-07T19:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,151.91,28.99,311.37,27.53,0.05,53.33,0.9799,499.82,0.02,4.57,1.58,17,NORMAL,1.58,19,4
2025-03-07T19:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,147.06,27.02,326.57,22.83,0.054,55.14,0.9799,499.68,0.02,5.92,1.67,16,NORMAL,1.67,19,4
2025-03-07T20:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,148.67,27.52,320.89,25.89,0.054,55.99,0.9799,499.79,0.02,3.96,1.66,14,NORMAL,1.66,20,4
2025-03-07T20:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,151.83,27.29,327.65,22.07,0.031,55.21,0.98,499.92,0.02,5.31,1.85,20,NORMAL,1.85,20,4
2025-03-07T20:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,146.36,28.35,328.61,23.24,0.061,56.21,0.98,499.9,0.02,-0.04,1.65,18,NORMAL,1.65,20,4
2025-03-07T20:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,145.47,27.49,320.96,26.05,0.035,54.34,0.9799,499.89,0.02,1.51,1.75,17,NORMAL,1.75,20,4
2025-03-07T21:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,150.31,28.61,314.78,27.68,0.058,55.17,0.98,499.84,0.02,2.98,1.75,15,NORMAL,1.75,21,4
2025-03-07T21:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,147.32,28.96,312.13,26.1,0.032,56.82,0.98,499.6,0.02,-1.57,1.94,21,NORMAL,1.94,21,4
2025-03-07T21:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,150.98,28.4,321.39,26.06,0.069,55.47,0.98,499.83,0.02,0.51,1.75,19,NORMAL,1.75,21,4
2025-03-07T21:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,146.22,28.85,328.41,27.48,0.053,54.01,0.98,499.91,0.02,4.02,1.82,18,NORMAL,1.82,21,4
2025-03-07T22:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,151.69,27.56,316.91,23.54,0.058,53.06,0.9799,499.91,0.02,2.03,1.8,15,NORMAL,1.8,22,4
2025-03-07T22:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,151.39,27.62,326.17,27.03,0.049,55.17,0.98,499.74,0.02,0.08,2.03,22,NORMAL,2.03,22,4
2025-03-07T22:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,148.41,27.19,327.75,26.84,0.031,53.39,0.9799,499.79,0.02,3.79,1.81,20,NORMAL,1.81,22,4
2025-03-07T22:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,145.16,27.37,326.17,22.03,0.035,54.65,0.9798,499.86,0.02,-1.34,1.89,19,NORMAL,1.89,22,4
2025-03-07T23:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,146.85,28.16,324.17,27.68,0.037,55.25,0.9799,499.94,0.02,-1.34,1.87,16,NORMAL,1.87,23,4
2025-03-07T23:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,148.66,27.84,322.82,26.58,0.069,56.35,0.9798,499.62,0.02,-0.22,2.15,24,NORMAL,2.15,23,4
2025-03-07T23:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,145.46,27.53,323.37,23.44,0.034,56.83,0.9799,499.85,0.02,5.39,1.86,20,NORMAL,1.86,23,4
2025-03-07T23:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,153.84,27.37,318.82,24.07,0.04,54.05,0.9798,499.61,0.02,-1.88,1.93,19,NORMAL,1.93,23,4
2025-03-08T00:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,153.45,27.39,318.21,22.77,0.069,54.25,0.9798,499.99,0.02,-1.09,1.98,17,NORMAL,1.98,0,5
2025-03-08T00:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,148.66,27.84,353.16,36.84,0.069,56.35,0.9798,499.62,0.02,-0.22,2.24,25,NORMAL,2.24,0,5
2025-03-08T00:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,150.98,28.75,321.09,22.83,0.057,56.22,0.98,499.88,0.02,-1.94,1.95,21,NORMAL,1.95,0,5
2025-03-08T00:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,146.05,27.29,315.25,25.72,0.045,53.08,0.98,499.86,0.02,0.46,1.99,19,NORMAL,1.99,0,5
2025-03-08T01:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,151.18,28.58,310.24,26.41,0.053,55.87,0.9798,499.61,0.02,-0.22,2.06,18,NORMAL,2.06,1,5
2025-03-08T01:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,149.13,27.33,322.17,25.02,0.045,56.8,0.9798,499.95,0.02,4.3,2.32,26,NORMAL,2.32,1,5
2025-03-08T01:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,153.67,28.85,320.14,27.71,0.049,56.82,0.98,499.81,0.02,4.21,2.01,21,NORMAL,2.01,1,5
2025-03-08T01:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,147.25,27.46,321.43,25.94,0.061,56.07,0.98,499.82,0.02,-3.04,2.06,19,NORMAL,2.06,1,5
2025-03-08T02:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,148.68,28.47,323.45,26.98,0.038,55.79,0.9798,499.72,0.02,-2.82,2.18,19,NORMAL,2.18,2,5
2025-03-08T02:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,149.17,27.4,320.57,26.07,0.046,53.3,0.9799,499.6,0.02,-0.54,2.39,26,NORMAL,2.39,2,5
2025-03-08T02:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,149.9,28.02,328.57,24.12,0.066,55.86,0.9798,499.9,0.02,2.9,2.12,22,NORMAL,2.12,2,5
2025-03-08T02:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,147.55,28.26,321.58,23.37,0.062,53.1,0.9798,499.86,0.02,4.79,2.16,20,NORMAL,2.16,2,5
2025-03-08T03:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,148.1,27.62,318.52,27.81,0.044,55.04,0.9798,499.52,0.02,-0.88,2.23,20,NORMAL,2.23,3,5
2025-03-08T03:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,154.01,28.77,323.05,24.95,0.052,54.06,0.9798,499.9,0.02,3.9,2.48,27,NORMAL,2.48,3,5
2025-03-08T03:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,153.51,27.1,319.1,26.27,0.069,53.71,0.9799,499.84,0.02,0.95,2.16,22,NORMAL,2.16,3,5
2025-03-08T03:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,149.64,27.29,324.6,26.58,0.049,53.64,0.9798,499.58,0.02,4.56,2.24,21,NORMAL,2.24,3,5
2025-03-08T04:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,153.96,27.08,327.33,23.4,0.062,53.07,0.9798,499.75,0.02,2.88,2.33,21,NORMAL,2.33,4,5
2025-03-08T04:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,149.19,27.07,312.2,24.34,0.035,54.78,0.9798,499.95,0.02,5.88,2.52,27,NORMAL,2.52,4,5
2025-03-08T04:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,154.37,27.86,329.06,24.39,0.058,54.32,0.9798,499.73,0.02,-1.4,2.25,23,NORMAL,2.25,4,5
2025-03-08T04:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,149.0,28.79,319.85,22.01,0.04,55.29,0.9799,499.51,0.02,-2.26,2.33,22,NORMAL,2.33,4,5
2025-03-08T05:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,146.41,27.37,319.87,24.87,0.064,54.09,0.9799,499.96,0.02,-0.24,2.4,21,NORMAL,2.4,5,5
2025-03-08T05:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,153.86,28.24,326.17,23.97,0.051,55.45,0.9799,499.8,0.02,5.94,2.61,28,NORMAL,2.61,5,5
2025-03-08T05:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,153.21,27.86,329.78,24.25,0.039,56.04,0.9798,499.65,0.02,5.78,2.29,23,NORMAL,2.29,5,5
2025-03-08T05:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,154.94,27.34,310.49,26.39,0.063,54.72,0.98,499.55,0.02,2.52,2.37,22,NORMAL,2.37,5,5
2025-03-08T06:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,152.4,28.56,313.35,25.76,0.058,55.21,0.9799,499.52,0.02,2.95,2.49,22,NORMAL,2.49,6,5
2025-03-08T06:19:48.014817,BAT-ASM-cb1136,BATTERY_ASSEMBLY,154.06,27.64,310.6,27.54,0.055,55.71,0.9799,499.66,0.02,5.52,2.68,29,NORMAL,2.68,6,5
2025-03-08T06:19:48.014817,BAT-ASM-6dbfd2,BATTERY_ASSEMBLY,147.59,27.88,318.31,26.66,0.042,55.39,0.9799,499.57,0.02,5.61,2.36,24,NORMAL,2.36,6,5
2025-03-08T06:19:48.014817,BAT-ASM-44f453,BATTERY_ASSEMBLY,153.55,28.39,314.28,23.75,0.049,55.41,0.9799,499.95,0.02,-3.24,2.45,23,NORMAL,2.45,6,5
2025-03-08T07:19:48.014817,BAT-ASM-8a8c5b,BATTERY_ASSEMBLY,152.4,28.56,313.35,25.76,0.128,45.37,0.9799,499.52,0.02,2.95,2.58,23,NORMAL,2.58,7,5
